FECHA (YYMMDD);HORA (HHMM);;
131001;0100;1,5;
131001;0200;1,8;
131001;0300;1,3;
131001;0400;1,9;
131001;0500;1,5;
131001;0600;2,3;
131001;0700;3;
131001;0800;3;
131001;0900;4,6;
131001;1000;4,6;
131001;1100;3,6;
131001;1200;3,4;
131001;1300;4,1;
131001;1400;5,39999;
131001;1500;4;
131001;1600;5,2;
131001;1700;3,9;
131001;1800;3,4;
131001;1900;1,6;
131001;2000;1,1;
131001;2100;1,2;
131001;2200;1,1;
131001;2300;0,7;
131002;0000;0,799999;
131002;0100;0,9;
131002;0200;1,3;
131002;0300;0,9;
131002;0400;1,3;
131002;0500;1,5;
131002;0600;1,4;
131002;0700;1,6;
131002;0800;2,4;
131002;0900;1,6;
131002;1000;3,7;
131002;1100;4;
131002;1200;5;
131002;1300;4,8;
131002;1400;4,6;
131002;1500;5,6;
131002;1600;5,6;
131002;1700;4,3;
131002;1800;3,8;
131002;1900;2,6;
131002;2000;2,3;
131002;2100;1,4;
131002;2200;1,4;
131002;2300;1;
131003;0000;1,1;
131003;0100;1,1;
131003;0200;1,3;
131003;0300;1;
131003;0400;1;
131003;0500;1,5;
131003;0600;1,1;
131003;0700;1,3;
131003;0800;1,6;
131003;0900;1,4;
131003;1000;1,9;
131003;1100;2;
131003;1200;2,5;
131003;1300;2,6;
131003;1400;3,6;
131003;1500;4,7;
131003;1600;3,6;
131003;1700;2,4;
131003;1800;2,5;
131003;1900;2;
131003;2000;1,3;
131003;2100;1,2;
131003;2200;0,799999;
131003;2300;1;
131004;0000;1,5;
131004;0100;1,6;
131004;0200;2,3;
131004;0300;2,2;
131004;0400;1,3;
131004;0500;1,5;
131004;0600;1,6;
131004;0700;0,9;
131004;0800;2;
131004;0900;2,9;
131004;1000;5,7;
131004;1100;5,1;
131004;1200;5;
131004;1300;5,8;
131004;1400;6,7;
131004;1500;5,8;
131004;1600;5,6;
131004;1700;4,8;
131004;1800;3,9;
131004;1900;3,4;
131004;2000;3,7;
131004;2100;1,8;
131004;2200;2,5;
131004;2300;2,3;
131005;0000;4,39999;
131005;0100;6,6;
131005;0200;5,3;
131005;0300;5;
131005;0400;3;
131005;0500;3,2;
131005;0600;2,4;
131005;0700;1,2;
131005;0800;1,9;
131005;0900;3,3;
131005;1000;4,39999;
131005;1100;4,2;
131005;1200;4,7;
131005;1300;4,7;
131005;1400;5,5;
131005;1500;6,3;
131005;1600;6,3;
131005;1700;5,39999;
131005;1800;4,6;
131005;1900;3,4;
131005;2000;3,3;
131005;2100;3,3;
131005;2200;4;
131005;2300;3,8;
131006;0000;3,6;
131006;0100;3,3;
131006;0200;3;
131006;0300;2,3;
131006;0400;3,9;
131006;0500;3,9;
131006;0600;2,8;
131006;0700;2,1;
131006;0800;5,3;
131006;0900;5,89999;
131006;1000;6,7;
131006;1100;6,1;
131006;1200;5;
131006;1300;4,5;
131006;1400;5,3;
131006;1500;6,39999;
131006;1600;5,1;
131006;1700;3,8;
131006;1800;3,5;
131006;1900;2,7;
131006;2000;2,4;
131006;2100;1,3;
131006;2200;1,8;
131006;2300;1,6;
131007;0000;2,4;
131007;0100;2,7;
131007;0200;2,1;
131007;0300;1,8;
131007;0400;1,6;
131007;0500;1,2;
131007;0600;1,1;
131007;0700;2;
131007;0800;1,6;
131007;0900;3;
131007;1000;4,6;
131007;1100;5,2;
131007;1200;5,8;
131007;1300;5,3;
131007;1400;4,8;
131007;1500;4,3;
131007;1600;3,8;
131007;1700;2,6;
131007;1800;2,9;
131007;1900;1,5;
131007;2000;1,3;
131007;2100;1;
131007;2200;0,9;
131007;2300;1,1;
131008;0000;1;
131008;0100;1,1;
131008;0200;1,2;
131008;0300;1,2;
131008;0400;1,3;
131008;0500;1,1;
131008;0600;1,1;
131008;0700;1,5;
131008;0800;2,1;
131008;0900;2,1;
131008;1000;4,3;
131008;1100;8,5;
131008;1200;7,6;
131008;1300;6,6;
131008;1400;5,5;
131008;1500;4,6;
131008;1600;5,3;
131008;1700;6;
131008;1800;5,8;
131008;1900;4,3;
131008;2000;4,5;
131008;2100;3,8;
131008;2200;3,8;
131008;2300;4,2;
131009;0000;4,7;
131009;0100;4,7;
131009;0200;4,7;
131009;0300;5,2;
131009;0400;4,8;
131009;0500;5,5;
131009;0600;5,1;
131009;0700;5,3;
131009;0800;7,8;
131009;0900;10;
131009;1000;10,3;
131009;1100;10,2;
131009;1200;8;
131009;1300;7,39999;
131009;1400;6,6;
131009;1500;9,59999;
131009;1600;7,39999;
131009;1700;4,6;
131009;1800;2;
131009;1900;2,4;
131009;2000;3,2;
131009;2100;3,4;
131009;2200;2,5;
131009;2300;3,1;
131010;0000;3,3;
131010;0100;2;
131010;0200;4,1;
131010;0300;3,3;
131010;0400;2,4;
131010;0500;2,2;
131010;0600;1,9;
131010;0700;3,5;
131010;0800;3,1;
131010;0900;3,5;
131010;1000;3,7;
131010;1100;2,9;
131010;1200;3,4;
131010;1300;3,5;
131010;1400;4,2;
131010;1500;4,3;
131010;1600;5,2;
131010;1700;5,1;
131010;1800;3,5;
131010;1900;1,8;
131010;2000;1,5;
131010;2100;0,7;
131010;2200;1;
131010;2300;1,1;
131011;0000;1;
131011;0100;1;
131011;0200;1;
131011;0300;1,1;
131011;0400;1,2;
131011;0500;1,1;
131011;0600;1,4;
131011;0700;1,1;
131011;0800;1,9;
131011;0900;3,2;
131011;1000;2,4;
131011;1100;3,2;
131011;1200;5,5;
131011;1300;6,6;
131011;1400;5,89999;
131011;1500;6,1;
131011;1600;6,2;
131011;1700;5,5;
131011;1800;4,39999;
131011;1900;2,3;
131011;2000;2;
131011;2100;1,2;
131011;2200;1,5;
131011;2300;1,5;
131012;0000;1,2;
131012;0100;1,4;
131012;0200;1,4;
131012;0300;1,2;
131012;0400;1,2;
131012;0500;0,9;
131012;0600;1,1;
131012;0700;1;
131012;0800;1,4;
131012;0900;1,6;
131012;1000;2,2;
131012;1100;2,6;
131012;1200;4,6;
131012;1300;4,6;
131012;1400;4,89999;
131012;1500;4,3;
131012;1600;4,5;
131012;1700;4,3;
131012;1800;4,5;
131012;1900;4,39999;
131012;2000;3,7;
131012;2100;2,5;
131012;2200;2,7;
131012;2300;3,5;
131013;0000;3;
131013;0100;4;
131013;0200;4,5;
131013;0300;4,6;
131013;0400;4,39999;
131013;0500;5,8;
131013;0600;6,5;
131013;0700;7,89999;
131013;0800;8,2;
131013;0900;9;
131013;1000;9,2;
131013;1100;8,89999;
131013;1200;8,29999;
131013;1300;7,8;
131013;1400;5,1;
131013;1500;2,9;
131013;1600;4,3;
131013;1700;3,8;
131013;1800;3,9;
131013;1900;2;
131013;2000;3;
131013;2100;7,89999;
131013;2200;10;
131013;2300;9,5;
131014;0000;7,5;
131014;0100;5,7;
131014;0200;5,1;
131014;0300;5,3;
131014;0400;4,89999;
131014;0500;4,6;
131014;0600;3,9;
131014;0700;3,9;
131014;0800;4;
131014;0900;5,5;
131014;1000;7,7;
131014;1100;5,3;
131014;1200;4,39999;
131014;1300;4,1;
131014;1400;4,2;
131014;1500;2,2;
131014;1600;2;
131014;1700;1,4;
131014;1800;1,6;
131014;1900;1,1;
131014;2000;1,9;
131014;2100;1,9;
131014;2200;2,3;
131014;2300;2,5;
131015;0000;2,2;
131015;0100;2,8;
131015;0200;2;
131015;0300;1,6;
131015;0400;1,8;
131015;0500;2,2;
131015;0600;2,8;
131015;0700;4;
131015;0800;3,7;
131015;0900;5;
131015;1000;6,8;
131015;1100;7;
131015;1200;7,3;
131015;1300;8;
131015;1400;7,6;
131015;1500;8;
131015;1600;6,89999;
131015;1700;5,8;
131015;1800;3,8;
131015;1900;2,6;
131015;2000;2,4;
131015;2100;2,3;
131015;2200;1,3;
131015;2300;1,3;
131016;0000;0,799999;
131016;0100;0,9;
131016;0200;1,3;
131016;0300;0,9;
131016;0400;1;
131016;0500;1,2;
131016;0600;1;
131016;0700;1,5;
131016;0800;1,8;
131016;0900;2,3;
131016;1000;2,3;
131016;1100;2,9;
131016;1200;4,5;
131016;1300;5,5;
131016;1400;6,1;
131016;1500;5,8;
131016;1600;5,8;
131016;1700;5,39999;
131016;1800;4,5;
131016;1900;1,6;
131016;2000;1,3;
131016;2100;1,2;
131016;2200;1,4;
131016;2300;1,8;
131017;0000;1,2;
131017;0100;1,7;
131017;0200;1,5;
131017;0300;1,6;
131017;0400;1,6;
131017;0500;1,4;
131017;0600;1,5;
131017;0700;2,4;
131017;0800;3,8;
131017;0900;4,1;
131017;1000;5,6;
131017;1100;6,1;
131017;1200;7,3;
131017;1300;6,2;
131017;1400;6,5;
131017;1500;6,5;
131017;1600;5,8;
131017;1700;6;
131017;1800;6,1;
131017;1900;4,3;
131017;2000;3,5;
131017;2100;2,9;
131017;2200;2,9;
131017;2300;2,2;
131018;0000;2;
131018;0100;1,6;
131018;0200;1,6;
131018;0300;1,3;
131018;0400;1,5;
131018;0500;1,5;
131018;0600;1,3;
131018;0700;2,1;
131018;0800;3;
131018;0900;3,6;
131018;1000;3,4;
131018;1100;4;
131018;1200;6,7;
131018;1300;6,8;
131018;1400;7,39999;
131018;1500;7,1;
131018;1600;7,7;
131018;1700;6,8;
131018;1800;5,8;
131018;1900;4,1;
131018;2000;1,6;
131018;2100;1,2;
131018;2200;1,3;
131018;2300;1,7;
131019;0000;1,3;
131019;0100;1,2;
131019;0200;1,4;
131019;0300;1,6;
131019;0400;1,7;
131019;0500;3,9;
131019;0600;2,7;
131019;0700;4,7;
131019;0800;6,3;
131019;0900;7,2;
131019;1000;7,6;
131019;1100;8,09999;
131019;1200;8,5;
131019;1300;7;
131019;1400;6,3;
131019;1500;5,7;
131019;1600;6,7;
131019;1700;6,8;
131019;1800;6,89999;
131019;1900;6,89999;
131019;2000;7,5;
131019;2100;6,5;
131019;2200;5,6;
131019;2300;5,6;
131020;0000;5,39999;
131020;0100;5,7;
131020;0200;5,5;
131020;0300;5,6;
131020;0400;4;
131020;0500;5,1;
131020;0600;3,6;
131020;0700;5,3;
131020;0800;4,89999;
131020;0900;6;
131020;1000;4,89999;
131020;1100;6,5;
131020;1200;5,8;
131020;1300;6,8;
131020;1400;7,39999;
131020;1500;8,2;
131020;1600;7,3;
131020;1700;7,1;
131020;1800;5,3;
131020;1900;4,89999;
131020;2000;5,2;
131020;2100;5,39999;
131020;2200;4,5;
131020;2300;5,5;
131021;0000;4,8;
131021;0100;5,39999;
131021;0200;4;
131021;0300;5,5;
131021;0400;5,5;
131021;0500;5,6;
131021;0600;5,1;
131021;0700;5;
131021;0800;6;
131021;0900;6;
131021;1000;5,8;
131021;1100;5,7;
131021;1200;6,89999;
131021;1300;5,8;
131021;1400;6,39999;
131021;1500;6,89999;
131021;1600;7,39999;
131021;1700;6,5;
131021;1800;5,1;
131021;1900;3,8;
131021;2000;4,7;
131021;2100;5,39999;
131021;2200;4,5;
131021;2300;4;
131022;0000;2;
131022;0100;2;
131022;0200;1,2;
131022;0300;1,4;
131022;0400;1,4;
131022;0500;1,3;
131022;0600;1,3;
131022;0700;1,8;
131022;0800;3,6;
131022;0900;5,7;
131022;1000;5;
131022;1100;4,1;
131022;1200;4,89999;
131022;1300;6,2;
131022;1400;6;
131022;1500;6,3;
131022;1600;5,7;
131022;1700;5,2;
131022;1800;3;
131022;1900;2;
131022;2000;1,2;
131022;2100;1,8;
131022;2200;1,4;
131022;2300;1,3;
131023;0000;1,2;
131023;0100;1;
131023;0200;1,1;
131023;0300;1,3;
131023;0400;1,1;
131023;0500;1,5;
131023;0600;1,6;
131023;0700;1,9;
131023;0800;5;
131023;0900;5,5;
131023;1000;6,2;
131023;1100;6,1;
131023;1200;6,1;
131023;1300;5,2;
131023;1400;5,7;
131023;1500;6,1;
131023;1600;6,1;
131023;1700;5,89999;
131023;1800;4,7;
131023;1900;2,6;
131023;2000;2,1;
131023;2100;2,9;
131023;2200;1,4;
131023;2300;1,2;
131024;0000;1,5;
131024;0100;1,4;
131024;0200;1,4;
131024;0300;1,2;
131024;0400;1,6;
131024;0500;1,6;
131024;0600;1,3;
131024;0700;2;
131024;0800;1,7;
131024;0900;2,7;
131024;1000;3,3;
131024;1100;3,6;
131024;1200;3,2;
131024;1300;2,6;
131024;1400;2,5;
131024;1500;2,7;
131024;1600;3,2;
131024;1700;3,6;
131024;1800;2,8;
131024;1900;1,8;
131024;2000;1,7;
131024;2100;1,4;
131024;2200;1,5;
131024;2300;1,7;
131025;0000;1,4;
131025;0100;1,6;
131025;0200;1,6;
131025;0300;1,7;
131025;0400;1,6;
131025;0500;1,7;
131025;0600;1,7;
131025;0700;3,1;
131025;0800;4,2;
131025;0900;4,2;
131025;1000;3,6;
131025;1100;4,2;
131025;1200;5,3;
131025;1300;6,89999;
131025;1400;7,7;
131025;1500;7,39999;
131025;1600;6,8;
131025;1700;5,39999;
131025;1800;5,8;
131025;1900;4,1;
131025;2000;3,6;
131025;2100;3,1;
131025;2200;5,8;
131025;2300;6,2;
131026;0000;5,89999;
131026;0100;3,7;
131026;0200;2,4;
131026;0300;3,5;
131026;0400;6,5;
131026;0500;5,39999;
131026;0600;5;
131026;0700;5;
131026;0800;5,3;
131026;0900;6,39999;
131026;1000;5,8;
131026;1100;6,8;
131026;1200;7,3;
131026;1300;7,89999;
131026;1400;8,5;
131026;1500;8,39999;
131026;1600;7,8;
131026;1700;7,6;
131026;1800;6;
131026;1900;4,5;
131026;2000;3,3;
131026;2100;2,9;
131026;2200;4;
131026;2300;1,8;
131027;0000;1,9;
131027;0100;1,6;
131027;0200;1,5;
131027;0300;1,8;
131027;0400;1,6;
131027;0500;1,6;
131027;0600;1,3;
131027;0700;2,1;
131027;0800;4,1;
131027;0900;4,2;
131027;1000;3,2;
131027;1100;4;
131027;1200;6,1;
131027;1300;6,5;
131027;1400;6,2;
131027;1500;6,1;
131027;1600;5,7;
131027;1700;5,89999;
131027;1800;5,5;
131027;1900;3;
131027;2000;1,7;
131027;2100;2,1;
131027;2200;1,4;
131027;2300;1,6;
131028;0000;1,1;
131028;0100;1,3;
131028;0200;1,6;
131028;0300;1,2;
131028;0400;1,7;
131028;0500;1,6;
131028;0600;1,2;
131028;0700;1;
131028;0800;1,2;
131028;0900;2,1;
131028;1000;3,2;
131028;1100;3,9;
131028;1200;3,9;
131028;1300;2,9;
131028;1400;4;
131028;1500;4,6;
131028;1600;3,8;
131028;1700;3,8;
131028;1800;3,4;
131028;1900;1,2;
131028;2000;0,799999;
131028;2100;0,5;
131028;2200;0,9;
131028;2300;1,1;
131029;0000;1;
131029;0100;0,9;
131029;0200;1,4;
131029;0300;0,9;
131029;0400;0,599999;
131029;0500;0,9;
131029;0600;1,1;
131029;0700;1,1;
131029;0800;1,9;
131029;0900;2;
131029;1000;1,9;
131029;1100;3;
131029;1200;3;
131029;1300;3,2;
131029;1400;3,2;
131029;1500;3,9;
131029;1600;4,89999;
131029;1700;3,5;
131029;1800;2,4;
131029;1900;2,1;
131029;2000;1,8;
131029;2100;1,2;
131029;2200;1;
131029;2300;1;
131030;0000;0,799999;
131030;0100;0,9;
131030;0200;0,9;
131030;0300;0,9;
131030;0400;0,799999;
131030;0500;1,1;
131030;0600;1,3;
131030;0700;1;
131030;0800;1,8;
131030;0900;1,8;
131030;1000;2,5;
131030;1100;3;
131030;1200;3,5;
131030;1300;3,2;
131030;1400;3,3;
131030;1500;2,9;
131030;1600;2,2;
131030;1700;2,2;
131030;1800;2,1;
131030;1900;1,2;
131030;2000;0,9;
131030;2100;1,4;
131030;2200;1;
131030;2300;1;
131031;0000;1,1;
131031;0100;1,2;
131031;0200;0,799999;
131031;0300;0,799999;
131031;0400;1;
131031;0500;0,7;
131031;0600;0,799999;
131031;0700;0,9;
131031;0800;1,1;
131031;0900;1,6;
131031;1000;2,3;
131031;1100;3,2;
131031;1200;3,4;
131031;1300;5,1;
131031;1400;4,8;
131031;1500;5,5;
131031;1600;4,89999;
131031;1700;4,1;
131031;1800;3,3;
131031;1900;2,5;
131031;2000;2;
131031;2100;1,8;
131031;2200;0,9;
131031;2300;0,7;
131101;0000;0,9;
131101;0100;0,9;
131101;0200;0,799999;
131101;0300;0,799999;
131101;0400;1;
131101;0500;1,5;
131101;0600;3,2;
131101;0700;3,7;
131101;0800;4,5;
131101;0900;5,5;
131101;1000;5,39999;
131101;1100;4,7;
131101;1200;5,89999;
131101;1300;6,7;
131101;1400;6,1;
131101;1500;7,6;
131101;1600;7,5;
131101;1700;7;
131101;1800;5,89999;
131101;1900;6,8;
131101;2000;6,3;
131101;2100;4,39999;
131101;2200;4,7;
131101;2300;5;
131102;0000;5,6;
131102;0100;6,7;
131102;0200;6,6;
131102;0300;7,1;
131102;0400;7,5;
131102;0500;7,1;
131102;0600;4,89999;
131102;0700;3,6;
131102;0800;2,5;
131102;0900;3,6;
131102;1000;4,1;
131102;1100;3,6;
131102;1200;3,2;
131102;1300;4,2;
131102;1400;5,7;
131102;1500;7,6;
131102;1600;7,39999;
131102;1700;6,39999;
131102;1800;5,3;
131102;1900;2,7;
131102;2000;2,1;
131102;2100;1,3;
131102;2200;1;
131102;2300;1,2;
131103;0000;1;
131103;0100;1,2;
131103;0200;1,1;
131103;0300;1;
131103;0400;0,799999;
131103;0500;1,1;
131103;0600;0,799999;
131103;0700;1;
131103;0800;1,7;
131103;0900;1,4;
131103;1000;1,2;
131103;1100;1,9;
131103;1200;1,6;
131103;1300;2,3;
131103;1400;2;
131103;1500;1,8;
131103;1600;2,7;
131103;1700;3;
131103;1800;3,6;
131103;1900;1,3;
131103;2000;1,3;
131103;2100;1,3;
131103;2200;1,3;
131103;2300;0,9;
131104;0000;0,799999;
131104;0100;1;
131104;0200;0,799999;
131104;0300;0,599999;
131104;0400;0,799999;
131104;0500;1;
131104;0600;0,799999;
131104;0700;1,4;
131104;0800;1,4;
131104;0900;1,5;
131104;1000;1,7;
131104;1100;2,9;
131104;1200;3,2;
131104;1300;3,7;
131104;1400;5,1;
131104;1500;5,89999;
131104;1600;5,3;
131104;1700;4,8;
131104;1800;3,8;
131104;1900;2;
131104;2000;1;
131104;2100;0,9;
131104;2200;1;
131104;2300;0,7;
131105;0000;0,9;
131105;0100;1,5;
131105;0200;0,4;
131105;0300;0,599999;
131105;0400;0,9;
131105;0500;0,799999;
131105;0600;1,3;
131105;0700;1,1;
131105;0800;1,2;
131105;0900;1,4;
131105;1000;1,4;
131105;1100;2,9;
131105;1200;4,7;
131105;1300;5,39999;
131105;1400;5,1;
131105;1500;4,6;
131105;1600;4,6;
131105;1700;3,4;
131105;1800;1,9;
131105;1900;2,3;
131105;2000;3,6;
131105;2100;2,2;
131105;2200;2,5;
131105;2300;3,2;
131106;0000;1,6;
131106;0100;1,4;
131106;0200;1,9;
131106;0300;1,5;
131106;0400;1,3;
131106;0500;1,1;
131106;0600;1,2;
131106;0700;1,5;
131106;0800;1,4;
131106;0900;1,7;
131106;1000;1,7;
131106;1100;2,3;
131106;1200;2,6;
131106;1300;5,39999;
131106;1400;3,8;
131106;1500;3,8;
131106;1600;4,1;
131106;1700;4,39999;
131106;1800;4,2;
131106;1900;4,39999;
131106;2000;3,9;
131106;2100;5;
131106;2200;6,8;
131106;2300;5,1;
131107;0000;5,3;
131107;0100;5,89999;
131107;0200;6,2;
131107;0300;5;
131107;0400;4;
131107;0500;5,8;
131107;0600;7,2;
131107;0700;8,29999;
131107;0800;7,89999;
131107;0900;6,6;
131107;1000;5;
131107;1100;4,6;
131107;1200;4,6;
131107;1300;4,89999;
131107;1400;6,5;
131107;1500;7;
131107;1600;4,5;
131107;1700;6,3;
131107;1800;5,5;
131107;1900;6,89999;
131107;2000;3,4;
131107;2100;2,7;
131107;2200;3,2;
131107;2300;4,2;
131108;0000;4,6;
131108;0100;5;
131108;0200;4,89999;
131108;0300;4,39999;
131108;0400;4,1;
131108;0500;2;
131108;0600;2,5;
131108;0700;2,8;
131108;0800;2,9;
131108;0900;3,6;
131108;1000;3,9;
131108;1100;3,8;
131108;1200;3,5;
131108;1300;3,9;
131108;1400;3,5;
131108;1500;3,3;
131108;1600;3,3;
131108;1700;4,1;
131108;1800;3,6;
131108;1900;1,7;
131108;2000;1;
131108;2100;0,9;
131108;2200;0,799999;
131108;2300;0,799999;
131109;0000;0,9;
131109;0100;1,1;
131109;0200;0,5;
131109;0300;1,1;
131109;0400;1,1;
131109;0500;0,9;
131109;0600;0,799999;
131109;0700;1;
131109;0800;1,2;
131109;0900;1,6;
131109;1000;1,9;
131109;1100;2,2;
131109;1200;4,6;
131109;1300;5,5;
131109;1400;6,1;
131109;1500;6,7;
131109;1600;7,1;
131109;1700;6,6;
131109;1800;5,6;
131109;1900;4,1;
131109;2000;2,2;
131109;2100;3,7;
131109;2200;3,9;
131109;2300;3,8;
131110;0000;2,7;
131110;0100;4;
131110;0200;5,1;
131110;0300;6,1;
131110;0400;5;
131110;0500;5,2;
131110;0600;6;
131110;0700;7,5;
131110;0800;7,3;
131110;0900;7,6;
131110;1000;6,7;
131110;1100;6,3;
131110;1200;6,2;
131110;1300;6,5;
131110;1400;5,2;
131110;1500;3,8;
131110;1600;4,3;
131110;1700;2,8;
131110;1800;3,7;
131110;1900;2,8;
131110;2000;2,6;
131110;2100;1,8;
131110;2200;1,6;
131110;2300;1,9;
131111;0000;7,2;
131111;0100;9,7;
131111;0200;7,2;
131111;0300;9,09999;
131111;0400;7,7;
131111;0500;6,3;
131111;0600;5,6;
131111;0700;4,89999;
131111;0800;3,9;
131111;0900;5,89999;
131111;1000;7,39999;
131111;1100;5,39999;
131111;1200;6,1;
131111;1300;6,7;
131111;1400;6,89999;
131111;1500;4,39999;
131111;1600;5,7;
131111;1700;6,5;
131111;1800;6,3;
131111;1900;6;
131111;2000;3,7;
131111;2100;5,1;
131111;2200;3,1;
131111;2300;4;
131112;0000;4,6;
131112;0100;4,6;
131112;0200;1,2;
131112;0300;2;
131112;0400;3,8;
131112;0500;3,4;
131112;0600;1,6;
131112;0700;3;
131112;0800;3,4;
131112;0900;3,3;
131112;1000;3,3;
131112;1100;5,2;
131112;1200;5,6;
131112;1300;5,6;
131112;1400;3,7;
131112;1500;4,3;
131112;1600;2,7;
131112;1700;2,5;
131112;1800;2,3;
131112;1900;2,1;
131112;2000;2;
131112;2100;1,5;
131112;2200;1,1;
131112;2300;0,799999;
131113;0000;1,4;
131113;0100;2,1;
131113;0200;1,5;
131113;0300;1,2;
131113;0400;0,9;
131113;0500;0,9;
131113;0600;0,9;
131113;0700;1,2;
131113;0800;2;
131113;0900;2,3;
131113;1000;2,8;
131113;1100;2,4;
131113;1200;1,8;
131113;1300;1,2;
131113;1400;1,6;
131113;1500;1,4;
131113;1600;1,3;
131113;1700;1,1;
131113;1800;0,9;
131113;1900;0,799999;
131113;2000;1,2;
131113;2100;2,3;
131113;2200;1,9;
131113;2300;0,599999;
131114;0000;1,3;
131114;0100;1;
131114;0200;0,9;
131114;0300;1,1;
131114;0400;1,1;
131114;0500;1,2;
131114;0600;1,4;
131114;0700;1,3;
131114;0800;1,7;
131114;0900;2,7;
131114;1000;5;
131114;1100;6,2;
131114;1200;5,39999;
131114;1300;5,89999;
131114;1400;7,39999;
131114;1500;6,6;
131114;1600;6,5;
131114;1700;6,7;
131114;1800;5,7;
131114;1900;4,1;
131114;2000;4,2;
131114;2100;5,3;
131114;2200;3,8;
131114;2300;3,8;
131115;0000;3,9;
131115;0100;2,8;
131115;0200;3,1;
131115;0300;2,4;
131115;0400;1,9;
131115;0500;1,6;
131115;0600;2,3;
131115;0700;4;
131115;0800;5,5;
131115;0900;5,7;
131115;1000;5,89999;
131115;1100;7,2;
131115;1200;6,39999;
131115;1300;7,1;
131115;1400;6,89999;
131115;1500;6,7;
131115;1600;7,8;
131115;1700;8;
131115;1800;6,39999;
131115;1900;5,5;
131115;2000;3,9;
131115;2100;3,4;
131115;2200;4,2;
131115;2300;2,6;
131116;0000;2,1;
131116;0100;1,6;
131116;0200;1,1;
131116;0300;1,4;
131116;0400;2,1;
131116;0500;1,8;
131116;0600;1,7;
131116;0700;2;
131116;0800;4,39999;
131116;0900;5,39999;
131116;1000;4,5;
131116;1100;4,3;
131116;1200;6,8;
131116;1300;7,89999;
131116;1400;7,5;
131116;1500;6,3;
131116;1600;7,5;
131116;1700;7,39999;
131116;1800;5,89999;
131116;1900;4,3;
131116;2000;5,2;
131116;2100;4,89999;
131116;2200;5,2;
131116;2300;4,39999;
131117;0000;4,1;
131117;0100;3,5;
131117;0200;3,5;
131117;0300;3;
131117;0400;2,7;
131117;0500;4,5;
131117;0600;3,6;
131117;0700;3,1;
131117;0800;3,6;
131117;0900;2,8;
131117;1000;4,1;
131117;1100;7;
131117;1200;9,2;
131117;1300;9,29999;
131117;1400;7,7;
131117;1500;8,7;
131117;1600;7,5;
131117;1700;6,7;
131117;1800;5,8;
131117;1900;5,2;
131117;2000;5,2;
131117;2100;5,5;
131117;2200;3,6;
131117;2300;3,2;
131118;0000;4,8;
131118;0100;4,89999;
131118;0200;4,5;
131118;0300;4,89999;
131118;0400;4,39999;
131118;0500;4,89999;
131118;0600;4,1;
131118;0700;4,8;
131118;0800;4,89999;
131118;0900;5,1;
131118;1000;6;
131118;1100;6,3;
131118;1200;6,89999;
131118;1300;7,7;
131118;1400;7,2;
131118;1500;7,7;
131118;1600;6,8;
131118;1700;6,5;
131118;1800;6,3;
131118;1900;6,39999;
131118;2000;5,89999;
131118;2100;6,6;
131118;2200;5,89999;
131118;2300;6,39999;
131119;0000;6,1;
131119;0100;5,8;
131119;0200;6;
131119;0300;5;
131119;0400;4,5;
131119;0500;3,3;
131119;0600;4;
131119;0700;5,1;
131119;0800;6,2;
131119;0900;6,7;
131119;1000;7,1;
131119;1100;7;
131119;1200;8,09999;
131119;1300;8,09999;
131119;1400;8,2;
131119;1500;8,09999;
131119;1600;8,7;
131119;1700;7;
131119;1800;5,39999;
131119;1900;5;
131119;2000;5,5;
131119;2100;6,2;
131119;2200;5,89999;
131119;2300;7,1;
131120;0000;7,2;
131120;0100;5,8;
131120;0200;5,89999;
131120;0300;6;
131120;0400;5,6;
131120;0500;5,7;
131120;0600;5,89999;
131120;0700;6,6;
131120;0800;7,39999;
131120;0900;7,3;
131120;1000;7,5;
131120;1100;7,1;
131120;1200;8,2;
131120;1300;8,89999;
131120;1400;8,5;
131120;1500;7,89999;
131120;1600;7,3;
131120;1700;6;
131120;1800;5,2;
131120;1900;3,8;
131120;2000;1,8;
131120;2100;1,1;
131120;2200;1,2;
131120;2300;1,2;
131121;0000;0,7;
131121;0100;1,1;
131121;0200;1,3;
131121;0300;1,2;
131121;0400;1,2;
131121;0500;1,7;
131121;0600;1,6;
131121;0700;3,2;
131121;0800;3,1;
131121;0900;3,6;
131121;1000;3,9;
131121;1100;5,2;
131121;1200;6;
131121;1300;5,6;
131121;1400;5,39999;
131121;1500;5,5;
131121;1600;4,2;
131121;1700;4,6;
131121;1800;4,5;
131121;1900;1,9;
131121;2000;1,3;
131121;2100;2,4;
131121;2200;2,3;
131121;2300;1,6;
131122;0000;1,9;
131122;0100;1,8;
131122;0200;1,6;
131122;0300;2;
131122;0400;1,6;
131122;0500;2,6;
131122;0600;2,6;
131122;0700;4,5;
131122;0800;5,39999;
131122;0900;5,3;
131122;1000;5,1;
131122;1100;5,89999;
131122;1200;6,5;
131122;1300;7,2;
131122;1400;8,2;
131122;1500;6,3;
131122;1600;5,8;
131122;1700;6,3;
131122;1800;7,3;
131122;1900;6,3;
131122;2000;3,7;
131122;2100;4,39999;
131122;2200;4,8;
131122;2300;3,9;
131123;0000;5,3;
131123;0100;3,8;
131123;0200;2,5;
131123;0300;2,4;
131123;0400;1,5;
131123;0500;1,4;
131123;0600;1,7;
131123;0700;1,9;
131123;0800;2,2;
131123;0900;2,8;
131123;1000;4;
131123;1100;5;
