FECHA (YYMMDD);HORA (HHMM);;
131103;2100;;
131103;2200;;
131103;2300;;
131104;0000;;
131104;0100;;
131104;0200;;
131104;0300;;
131104;0400;;
131104;0500;;
131104;0600;;
131104;0700;;
131104;0800;;
131104;0900;;
131104;1000;;
131104;1100;;
131104;1200;;
131104;1300;;
131104;1400;;
131104;1500;;
131104;1600;;
131104;1700;;
131104;1800;;
131104;1900;;
131104;2000;;
131104;2100;;
131104;2200;;
131104;2300;;
131105;0000;;
131105;0100;;
131105;0200;;
131105;0300;;
131105;0400;;
131105;0500;;
131105;0600;;
131105;0700;;
131105;0800;;
131105;0900;;
131105;1000;;
131105;1100;;
131105;1200;;
131105;1300;;
131105;1400;;
131105;1500;;
131105;1600;;
131105;1700;;
131105;1800;;
131105;1900;;
131105;2000;;
131105;2100;;
131105;2200;;
131105;2300;;
131106;0000;;
131106;0100;;
131106;0200;;
131106;0300;;
131106;0400;;
131106;0500;;
131106;0600;;
131106;0700;;
131106;0800;;
131106;0900;;
131106;1000;;
131106;1100;;
131106;1200;;
131106;1300;;
131106;1400;;
131106;1500;;
131106;1600;;
131106;1700;;
131106;1800;;
131106;1900;;
131106;2000;;
131106;2100;;
131106;2200;;
131106;2300;;
131107;0000;;
131107;0100;;
131107;0200;;
131107;0300;;
131107;0400;;
131107;0500;;
131107;0600;;
131107;0700;;
131107;0800;;
131107;0900;;
131107;1000;;
131107;1100;;
131107;1200;;
131107;1300;;
131107;1400;;
131107;1500;;
131107;1600;;
131107;1700;;
131107;1800;;
131107;1900;;
131107;2000;;
131107;2100;;
131107;2200;;
131107;2300;;
131108;0000;;
131108;0100;;
131108;0200;;
131108;0300;;
131108;0400;;
131108;0500;;
131108;0600;;
131108;0700;;
131108;0800;;
131108;0900;;
131108;1000;;
131108;1100;;
131108;1200;;
131108;1300;;
131108;1400;;
131108;1500;;
131108;1600;;
131108;1700;;
131108;1800;;
131108;1900;;
131108;2000;;
131108;2100;;
131108;2200;;
131108;2300;;
131109;0000;;
131109;0100;;
131109;0200;;
131109;0300;;
131109;0400;;
131109;0500;;
131109;0600;;
131109;0700;;
131109;0800;;
131109;0900;;
131109;1000;;
131109;1100;;
131109;1200;;
131109;1300;;
131109;1400;;
131109;1500;;
131109;1600;;
131109;1700;;
131109;1800;;
131109;1900;;
131109;2000;;
131109;2100;;
131109;2200;;
131109;2300;;
131110;0000;;
131110;0100;;
131110;0200;;
131110;0300;;
131110;0400;;
131110;0500;;
131110;0600;;
131110;0700;;
131110;0800;;
131110;0900;;
131110;1000;;
131110;1100;;
131110;1200;;
131110;1300;;
131110;1400;;
131110;1500;;
131110;1600;;
131110;1700;;
131110;1800;;
131110;1900;;
131110;2000;;
131110;2100;;
131110;2200;;
131110;2300;;
131111;0000;;
131111;0100;;
131111;0200;;
131111;0300;;
131111;0400;;
131111;0500;;
131111;0600;;
131111;0700;;
131111;0800;;
131111;0900;;
131111;1000;;
131111;1100;;
131111;1200;;
131111;1300;;
131111;1400;;
131111;1500;;
131111;1600;;
131111;1700;;
131111;1800;;
131111;1900;;
131111;2000;;
131111;2100;;
131111;2200;;
131111;2300;;
131112;0000;;
131112;0100;;
131112;0200;;
131112;0300;;
131112;0400;;
131112;0500;;
131112;0600;;
131112;0700;;
131112;0800;;
131112;0900;;
131112;1000;;
131112;1100;;
131112;1200;;
131112;1300;;
131112;1400;;
131112;1500;;
131112;1600;;
131112;1700;;
131112;1800;;
131112;1900;;
131112;2000;;
131112;2100;;
131112;2200;;
131112;2300;;
131113;0000;;
131113;0100;;
131113;0200;;
131113;0300;;
131113;0400;;
131113;0500;;
131113;0600;;
131113;0700;;
131113;0800;;
131113;0900;;
131113;1000;;
131113;1100;;
131113;1200;;
131113;1300;;
131113;1400;;
131113;1500;;
131113;1600;;
131113;1700;;
131113;1800;;
131113;1900;;
131113;2000;;
131113;2100;;
131113;2200;;
131113;2300;;
131114;0000;;
131114;0100;;
131114;0200;;
131114;0300;;
131114;0400;;
131114;0500;;
131114;0600;;
131114;0700;;
131114;0800;;
131114;0900;;
131114;1000;;
131114;1100;;
131114;1200;;
131114;1300;;
131114;1400;;
131114;1500;;
131114;1600;;
131114;1700;;
131114;1800;;
131114;1900;;
131114;2000;;
131114;2100;;
131114;2200;;
131114;2300;;
131115;0000;;
131115;0100;;
131115;0200;;
131115;0300;;
131115;0400;;
131115;0500;;
131115;0600;;
131115;0700;;
131115;0800;;
131115;0900;;
131115;1000;;
131115;1100;;
131115;1200;;
131115;1300;;
131115;1400;;
131115;1500;;
131115;1600;;
131115;1700;;
131115;1800;;
131115;1900;;
131115;2000;;
131115;2100;;
131115;2200;;
131115;2300;;
131116;0000;;
131116;0100;;
131116;0200;;
131116;0300;;
131116;0400;;
131116;0500;;
131116;0600;;
131116;0700;;
131116;0800;;
131116;0900;;
131116;1000;;
131116;1100;;
131116;1200;;
131116;1300;;
131116;1400;;
131116;1500;;
131116;1600;;
131116;1700;;
131116;1800;;
131116;1900;;
131116;2000;;
131116;2100;;
131116;2200;;
131116;2300;;
131117;0000;;
131117;0100;;
131117;0200;;
131117;0300;;
131117;0400;;
131117;0500;;
131117;0600;;
131117;0700;;
131117;0800;;
131117;0900;;
131117;1000;;
131117;1100;;
131117;1200;;
131117;1300;;
131117;1400;;
131117;1500;;
131117;1600;;
131117;1700;;
131117;1800;;
131117;1900;;
131117;2000;;
131117;2100;;
131117;2200;;
131117;2300;;
131118;0000;;
131118;0100;;
131118;0200;;
131118;0300;;
131118;0400;;
131118;0500;;
131118;0600;;
131118;0700;;
131118;0800;;
131118;0900;;
131118;1000;;
131118;1100;;
131118;1200;;
131118;1300;;
131118;1400;;
131118;1500;;
131118;1600;;
131118;1700;;
131118;1800;;
131118;1900;;
131118;2000;;
131118;2100;;
131118;2200;;
131118;2300;;
131119;0000;;
131119;0100;;
131119;0200;;
131119;0300;;
131119;0400;;
131119;0500;;
131119;0600;;
131119;0700;;
131119;0800;;
131119;0900;;
131119;1000;;
131119;1100;;
131119;1200;;
131119;1300;;
131119;1400;;
131119;1500;;
131119;1600;;
131119;1700;;
131119;1800;;
131119;1900;;
131119;2000;;
131119;2100;;
131119;2200;;
131119;2300;;
131120;0000;;
131120;0100;;
131120;0200;;
131120;0300;;
131120;0400;;
131120;0500;;
131120;0600;;
131120;0700;;
131120;0800;;
131120;0900;;
131120;1000;;
131120;1100;;
131120;1200;;
131120;1300;;
131120;1400;;
131120;1500;;
131120;1600;;
131120;1700;;
131120;1800;;
131120;1900;;
131120;2000;;
131120;2100;;
131120;2200;;
131120;2300;;
131121;0000;;
131121;0100;;
131121;0200;;
131121;0300;;
131121;0400;;
131121;0500;;
131121;0600;;
131121;0700;;
131121;0800;;
131121;0900;;
131121;1000;;
131121;1100;;
131121;1200;;
131121;1300;;
131121;1400;;
131121;1500;;
131121;1600;;
131121;1700;;
131121;1800;;
131121;1900;;
131121;2000;;
131121;2100;;
131121;2200;;
131121;2300;;
131122;0000;;
131122;0100;;
131122;0200;;
131122;0300;;
131122;0400;;
131122;0500;;
131122;0600;;
131122;0700;;
131122;0800;;
131122;0900;;
131122;1000;;
131122;1100;;
131122;1200;;
131122;1300;;
131122;1400;;
131122;1500;;
131122;1600;;
131122;1700;;
131122;1800;;
131122;1900;;
131122;2000;;
131122;2100;;
131122;2200;;
131122;2300;;
131123;0000;;
131123;0100;;
131123;0200;;
131123;0300;;
131123;0400;;
131123;0500;;
131123;0600;;
131123;0700;;
131123;0800;;
131123;0900;;
131123;1000;;
131123;1100;;
131123;1200;;
131123;1300;;
131123;1400;;
131123;1500;;
131123;1600;;
131123;1700;;
131123;1800;;
131123;1900;;
131123;2000;;
131123;2100;;
131123;2200;;
131123;2300;;
131124;0000;;
131124;0100;;
131124;0200;;
131124;0300;;
131124;0400;;
131124;0500;;
131124;0600;;
131124;0700;;
131124;0800;;
131124;0900;;
131124;1000;;
131124;1100;;
131124;1200;;
131124;1300;;
131124;1400;;
131124;1500;;
131124;1600;;
131124;1700;;
131124;1800;;
131124;1900;;
131124;2000;;
131124;2100;;
131124;2200;;
131124;2300;;
131125;0000;;
131125;0100;;
131125;0200;;
131125;0300;;
131125;0400;;
131125;0500;;
131125;0600;;
131125;0700;;
131125;0800;;
131125;0900;;
131125;1000;;
131125;1100;;
131125;1200;;
131125;1300;;
131125;1400;;
131125;1500;;
131125;1600;;
131125;1700;;
131125;1800;;
131125;1900;;
131125;2000;;
131125;2100;;
131125;2200;;
131125;2300;;
131126;0000;;
131126;0100;;
131126;0200;;
131126;0300;;
131126;0400;;
131126;0500;;
131126;0600;;
131126;0700;;
131126;0800;;
131126;0900;;
131126;1000;;
131126;1100;;
131126;1200;;
131126;1300;;
131126;1400;;
131126;1500;;
131126;1600;;
131126;1700;;
131126;1800;;
131126;1900;;
131126;2000;;
131126;2100;;
131126;2200;;
131126;2300;;
131127;0000;;
131127;0100;;
131127;0200;;
131127;0300;;
131127;0400;;
131127;0500;;
131127;0600;;
131127;0700;;
131127;0800;;
131127;0900;;
131127;1000;;
131127;1100;;
131127;1200;;
131127;1300;;
131127;1400;;
131127;1500;;
131127;1600;;
131127;1700;;
131127;1800;;
131127;1900;;
131127;2000;;
131127;2100;;
131127;2200;;
131127;2300;;
131128;0000;;
131128;0100;;
131128;0200;;
131128;0300;;
131128;0400;;
131128;0500;;
131128;0600;;
131128;0700;;
131128;0800;;
131128;0900;;
131128;1000;;
131128;1100;;
131128;1200;;
131128;1300;;
131128;1400;;
131128;1500;;
131128;1600;;
131128;1700;;
131128;1800;;
131128;1900;;
131128;2000;;
131128;2100;;
131128;2200;;
131128;2300;;
131129;0000;;
131129;0100;;
131129;0200;;
131129;0300;;
131129;0400;;
131129;0500;;
131129;0600;;
131129;0700;;
131129;0800;;
131129;0900;;
131129;1000;;
131129;1100;;
131129;1200;;
131129;1300;;
131129;1400;;
131129;1500;;
131129;1600;;
131129;1700;;
131129;1800;;
131129;1900;;
131129;2000;;
131129;2100;;
131129;2200;;
131129;2300;;
131130;0000;;
131130;0100;;
131130;0200;;
131130;0300;;
131130;0400;;
131130;0500;;
131130;0600;;
131130;0700;;
131130;0800;;
131130;0900;;
131130;1000;;
131130;1100;;
131130;1200;;
131130;1300;;
131130;1400;;
131130;1500;;
131130;1600;;
131130;1700;;
131130;1800;;
131130;1900;;
131130;2000;;
131130;2100;;
131130;2200;;
131130;2300;;
131201;0000;;
131201;0100;;
131201;0200;;
131201;0300;;
131201;0400;;
131201;0500;;
131201;0600;;
131201;0700;;
131201;0800;;
131201;0900;;
131201;1000;;
131201;1100;;
131201;1200;;
131201;1300;;
131201;1400;;
131201;1500;;
131201;1600;;
131201;1700;;
131201;1800;;
131201;1900;;
131201;2000;;
131201;2100;;
131201;2200;;
131201;2300;;
131202;0000;;
131202;0100;;
131202;0200;;
131202;0300;;
131202;0400;;
131202;0500;;
131202;0600;;
131202;0700;;
131202;0800;;
131202;0900;;
131202;1000;;
131202;1100;;
131202;1200;;
131202;1300;;
131202;1400;;
131202;1500;;
131202;1600;;
131202;1700;;
131202;1800;;
131202;1900;;
131202;2000;;
131202;2100;;
131202;2200;;
131202;2300;;
131203;0000;;
131203;0100;;
131203;0200;;
131203;0300;;
131203;0400;;
131203;0500;;
131203;0600;;
131203;0700;;
131203;0800;;
131203;0900;;
131203;1000;;
131203;1100;;
131203;1200;;
131203;1300;;
131203;1400;;
131203;1500;;
131203;1600;;
131203;1700;;
131203;1800;;
131203;1900;;
131203;2000;;
131203;2100;;
131203;2200;;
131203;2300;;
131204;0000;;
131204;0100;;
131204;0200;;
131204;0300;;
131204;0400;;
131204;0500;;
131204;0600;;
131204;0700;;
131204;0800;;
131204;0900;;
131204;1000;;
131204;1100;;
131204;1200;;
131204;1300;;
