FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
130909;1500;65;;;
130909;1600;45;;;
130909;1700;72;;;
130909;1800;94;;;
130909;1900;99;;;
130909;2000;76;;;
130909;2100;85;;;
130909;2200;79;;;
130909;2300;76;;;
130910;0000;76;;;
130910;0100;49;;;
130910;0200;21;;;
130910;0300;20;;;
130910;0400;21;;;
130910;0500;31;;;
130910;0600;57;;;
130910;0700;47;;;
130910;0800;61;;;
130910;0900;75;;;
130910;1000;59;;;
130910;1100;47;;;
130910;1200;50;;;
130910;1300;36;;;
130910;1400;56;;;
130910;1500;27;;;
130910;1600;41;;;
130910;1700;79;;;
130910;1800;100;;;
130910;1900;191;;;
130910;2000;180;;;
130910;2100;154;;;
130910;2200;187;;;
130910;2300;183;;;
130911;0000;209;;;
130911;0100;84;;;
130911;0200;90;;;
130911;0300;73;;;
130911;0400;66;;;
130911;0500;95;;;
130911;0600;205;;;
130911;0700;247;;;
130911;0800;88;;;
130911;0900;72;;;
130911;1000;39;;;
130911;1100;55;;;
130911;1200;40;;;
130911;1300;63;;;
130911;1400;65;;;
130911;1500;44;;;
130911;1600;51;;;
130911;1700;89;;;
130911;1800;114;;;
130911;1900;162;;;
130911;2000;113;;;
130911;2100;116;;;
130911;2200;191;;;
130911;2300;100;;;
130912;0000;94;;;
130912;0100;107;;;
130912;0200;97;;;
130912;0300;40;;;
130912;0400;71;;;
130912;0500;113;;;
130912;0600;300;;;
130912;0700;236;;;
130912;0800;60;;;
130912;0900;28;;;
130912;1000;39;;;
130912;1100;25;;;
130912;1200;29;;;
130912;1300;26;;;
130912;1400;36;;;
130912;1500;39;;;
130912;1600;64;;;
130912;1700;70;;;
130912;1800;90;;;
130912;1900;76;;;
130912;2000;179;;;
130912;2100;221;;;
130912;2200;371;;;
130912;2300;439;;;
130913;0000;334;;;
130913;0100;221;;;
130913;0200;181;;;
130913;0300;171;;;
130913;0400;109;;;
130913;0500;167;;;
130913;0600;290;;;
130913;0700;346;;;
130913;0800;56;;;
130913;0900;68;;;
130913;1000;49;;;
130913;1100;38;;;
130913;1200;33;;;
130913;1300;22;;;
130913;1400;22;;;
130913;1500;27;;;
130913;1600;30;;;
130913;1700;68;;;
130913;1800;168;;;
130913;1900;259;;;
130913;2000;362;;;
130913;2100;459;;;
130913;2200;540;;;
130913;2300;272;;;
130914;0000;244;;;
130914;0100;358;;;
130914;0200;271;;;
130914;0300;301;;;
130914;0400;189;;;
130914;0500;258;;;
130914;0600;273;;;
130914;0700;333;;;
130914;0800;99;;;
130914;0900;106;;;
130914;1000;91;;;
130914;1100;66;;;
130914;1200;51;;;
130914;1300;43;;;
130914;1400;43;;;
130914;1500;46;;;
130914;1600;37;;;
130914;1700;49;;;
130914;1800;91;;;
130914;1900;283;;;
130914;2000;282;;;
130914;2100;414;;;
130914;2200;382;;;
130914;2300;481;;;
130915;0000;435;;;
130915;0100;370;;;
130915;0200;355;;;
130915;0300;297;;;
130915;0400;266;;;
130915;0500;262;;;
130915;0600;155;;;
130915;0700;208;;;
130915;0800;134;;;
130915;0900;87;;;
130915;1000;80;;;
130915;1100;46;;;
130915;1200;39;;;
130915;1300;32;;;
130915;1400;18;;;
130915;1500;20;;;
130915;1600;24;;;
130915;1700;39;;;
130915;1800;131;;;
130915;1900;287;;;
130915;2000;339;;;
130915;2100;497;;;
130915;2200;445;;;
130915;2300;303;;;
130916;0000;285;;;
130916;0100;229;;;
130916;0200;207;;;
130916;0300;150;;;
130916;0400;159;;;
130916;0500;188;;;
130916;0600;239;;;
130916;0700;175;;;
130916;0800;78;;;
130916;0900;51;;;
130916;1000;72;;;
130916;1100;35;;;
130916;1200;26;;;
130916;1300;26;;;
130916;1400;32;;;
130916;1500;48;;;
130916;1600;38;;;
130916;1700;49;;;
130916;1800;51;;;
130916;1900;74;;;
130916;2000;111;;;
130916;2100;122;;;
130916;2200;96;;;
130916;2300;70;;;
130917;0000;47;;;
130917;0100;39;;;
130917;0200;24;;;
130917;0300;23;;;
130917;0400;17;;;
130917;0500;16;;;
130917;0600;42;;;
130917;0700;70;;;
130917;0800;48;;;
130917;0900;49;;;
130917;1000;42;;;
130917;1100;30;;;
130917;1200;35;;;
130917;1300;43;;;
130917;1400;52;;;
130917;1500;75;;;
130917;1600;64;;;
130917;1700;51;;;
130917;1800;74;;;
130917;1900;67;;;
130917;2000;81;;;
130917;2100;78;;;
130917;2200;61;;;
130917;2300;187;;;
130918;0000;212;;;
130918;0100;69;;;
130918;0200;46;;;
130918;0300;17;;;
130918;0400;23;;;
130918;0500;43;;;
130918;0600;32;;;
130918;0700;27;;;
130918;0800;45;;;
130918;0900;37;;;
130918;1000;41;;;
130918;1100;50;;;
130918;1200;32;;;
130918;1300;38;;;
130918;1400;50;;;
130918;1500;54;;;
130918;1600;50;;;
130918;1700;44;;;
130918;1800;60;;;
130918;1900;60;;;
130918;2000;74;;;
130918;2100;64;;;
130918;2200;57;;;
130918;2300;40;;;
130919;0000;28;;;
130919;0100;14;;;
130919;0200;15;;;
130919;0300;12;;;
130919;0400;13;;;
130919;0500;29;;;
130919;0600;64;;;
130919;0700;35;;;
130919;0800;24;;;
130919;0900;32;;;
130919;1000;36;;;
130919;1100;36;;;
130919;1200;37;;;
130919;1300;25;;;
130919;1400;20;;;
130919;1500;21;;;
130919;1600;21;;;
130919;1700;29;;;
130919;1800;38;;;
130919;1900;36;;;
130919;2000;45;;;
130919;2100;58;;;
130919;2200;44;;;
130919;2300;121;;;
130920;0000;109;;;
130920;0100;29;;;
130920;0200;20;;;
130920;0300;20;;;
130920;0400;35;;;
130920;0500;11;;;
130920;0600;26;;;
130920;0700;29;;;
130920;0800;47;;;
130920;0900;60;;;
130920;1000;47;;;
130920;1100;42;;;
130920;1200;39;;;
130920;1300;30;;;
130920;1400;28;;;
130920;1500;26;;;
130920;1600;52;;;
130920;1700;59;;;
130920;1800;80;;;
130920;1900;95;;;
130920;2000;74;;;
130920;2100;120;;;
130920;2200;76;;;
130920;2300;49;;;
130921;0000;56;;;
130921;0100;32;;;
130921;0200;61;;;
130921;0300;22;;;
130921;0400;79;;;
130921;0500;52;;;
130921;0600;64;;;
130921;0700;35;;;
130921;0800;26;;;
130921;0900;23;;;
130921;1000;20;;;
130921;1100;29;;;
130921;1200;36;;;
130921;1300;29;;;
130921;1400;37;;;
130921;1500;37;;;
130921;1600;31;;;
130921;1700;41;;;
130921;1800;79;;;
130921;1900;105;;;
130921;2000;143;;;
130921;2100;209;;;
130921;2200;179;;;
130921;2300;183;;;
130922;0000;226;;;
130922;0100;207;;;
130922;0200;169;;;
130922;0300;66;;;
130922;0400;154;;;
130922;0500;132;;;
130922;0600;77;;;
130922;0700;63;;;
130922;0800;33;;;
130922;0900;42;;;
130922;1000;19;;;
130922;1100;24;;;
130922;1200;22;;;
130922;1300;19;;;
130922;1400;19;;;
130922;1500;36;;;
130922;1600;27;;;
130922;1700;31;;;
130922;1800;96;;;
130922;1900;141;;;
130922;2000;106;;;
130922;2100;124;;;
130922;2200;265;;;
130922;2300;146;;;
130923;0000;196;;;
130923;0100;156;;;
130923;0200;104;;;
130923;0300;32;;;
130923;0400;23;;;
130923;0500;74;;;
130923;0600;171;;;
130923;0700;82;;;
130923;0800;29;;;
130923;0900;36;;;
130923;1000;43;;;
130923;1100;36;;;
130923;1200;25;;;
130923;1300;24;;;
130923;1400;28;;;
130923;1500;28;;;
130923;1600;31;;;
130923;1700;45;;;
130923;1800;61;;;
130923;1900;81;;;
130923;2000;90;;;
130923;2100;168;;;
130923;2200;291;;;
130923;2300;187;;;
130924;0000;259;;;
130924;0100;103;;;
130924;0200;192;;;
130924;0300;165;;;
130924;0400;101;;;
130924;0500;163;;;
130924;0600;231;;;
130924;0700;165;;;
130924;0800;117;;;
130924;0900;74;;;
130924;1000;50;;;
130924;1100;36;;;
130924;1200;31;;;
130924;1300;22;;;
130924;1400;25;;;
130924;1500;23;;;
130924;1600;30;;;
130924;1700;43;;;
130924;1800;112;;;
130924;1900;288;;;
130924;2000;388;;;
130924;2100;384;;;
130924;2200;320;;;
130924;2300;251;;;
130925;0000;191;;;
130925;0100;132;;;
130925;0200;71;;;
130925;0300;122;;;
130925;0400;86;;;
130925;0500;143;;;
130925;0600;232;;;
130925;0700;189;;;
130925;0800;76;;;
130925;0900;26;;;
130925;1000;14;;;
130925;1100;20;;;
130925;1200;22;;;
130925;1300;23;;;
130925;1400;22;;;
130925;1500;14;;;
130925;1600;16;;;
130925;1700;39;;;
130925;1800;53;;;
130925;1900;46;;;
130925;2000;51;;;
130925;2100;45;;;
130925;2200;60;;;
130925;2300;80;;;
130926;0000;76;;;
130926;0100;35;;;
130926;0200;36;;;
130926;0300;17;;;
130926;0400;16;;;
130926;0500;37;;;
130926;0600;119;;;
130926;0700;146;;;
130926;0800;98;;;
130926;0900;48;;;
130926;1000;37;;;
130926;1100;29;;;
130926;1200;29;;;
130926;1300;32;;;
130926;1400;33;;;
130926;1500;43;;;
130926;1600;57;;;
130926;1700;62;;;
130926;1800;76;;;
130926;1900;89;;;
130926;2000;279;;;
130926;2100;349;;;
130926;2200;289;;;
130926;2300;246;;;
130927;0000;283;;;
130927;0100;300;;;
130927;0200;189;;;
130927;0300;140;;;
130927;0400;85;;;
130927;0500;141;;;
130927;0600;310;;;
130927;0700;146;;;
130927;0800;53;;;
130927;0900;93;;;
130927;1000;44;;;
130927;1100;33;;;
130927;1200;28;;;
130927;1300;22;;;
130927;1400;16;;;
130927;1500;18;;;
130927;1600;17;;;
130927;1700;37;;;
130927;1800;89;;;
130927;1900;100;;;
130927;2000;116;;;
130927;2100;327;;;
130927;2200;391;;;
130927;2300;394;;;
130928;0000;321;;;
130928;0100;91;;;
130928;0200;82;;;
130928;0300;159;;;
130928;0400;124;;;
130928;0500;98;;;
130928;0600;116;;;
130928;0700;200;;;
130928;0800;130;;;
130928;0900;148;;;
130928;1000;97;;;
130928;1100;21;;;
130928;1200;18;;;
130928;1300;17;;;
130928;1400;29;;;
130928;1500;34;;;
130928;1600;48;;;
130928;1700;77;;;
130928;1800;125;;;
130928;1900;110;;;
130928;2000;97;;;
130928;2100;55;;;
130928;2200;31;;;
130928;2300;21;;;
130929;0000;24;;;
130929;0100;27;;;
130929;0200;34;;;
130929;0300;78;;;
130929;0400;41;;;
130929;0500;28;;;
130929;0600;81;;;
130929;0700;132;;;
130929;0800;111;;;
130929;0900;25;;;
130929;1000;22;;;
130929;1100;17;;;
130929;1200;13;;;
130929;1300;18;;;
130929;1400;13;;;
130929;1500;19;;;
130929;1600;20;;;
130929;1700;25;;;
130929;1800;78;;;
130929;1900;134;;;
130929;2000;161;;;
130929;2100;194;;;
130929;2200;209;;;
130929;2300;304;;;
130930;0000;299;;;
130930;0100;117;;;
130930;0200;68;;;
130930;0300;107;;;
130930;0400;78;;;
130930;0500;79;;;
130930;0600;193;;;
130930;0700;148;;;
130930;0800;131;;;
130930;0900;82;;;
130930;1000;46;;;
130930;1100;39;;;
130930;1200;35;;;
130930;1300;37;;;
130930;1400;43;;;
130930;1500;41;;;
130930;1600;45;;;
130930;1700;88;;;
130930;1800;150;;;
130930;1900;137;;;
130930;2000;57;;;
130930;2100;50;;;
130930;2200;31;;;
130930;2300;40;;;
131001;0000;81;;;
131001;0100;106;;;
131001;0200;32;;;
131001;0300;38;;;
131001;0400;22;;;
131001;0500;25;;;
131001;0600;47;;;
131001;0700;37;;;
131001;0800;34;;;
131001;0900;34;;;
131001;1000;32;;;
131001;1100;34;;;
131001;1200;22;;;
131001;1300;22;;;
131001;1400;27;;;
131001;1500;25;;;
131001;1600;31;;;
131001;1700;37;;;
131001;1800;66;;;
131001;1900;81;;;
131001;2000;119;;;
131001;2100;133;;;
131001;2200;125;;;
131001;2300;101;;;
131002;0000;90;;;
131002;0100;38;;;
131002;0200;15;;;
131002;0300;16;;;
131002;0400;18;;;
131002;0500;24;;;
131002;0600;56;;;
131002;0700;48;;;
131002;0800;38;;;
131002;0900;24;;;
131002;1000;41;;;
131002;1100;26;;;
131002;1200;44;;;
131002;1300;47;;;
131002;1400;38;;;
131002;1500;28;;;
131002;1600;31;;;
131002;1700;48;;;
131002;1800;67;;;
131002;1900;95;;;
131002;2000;96;;;
131002;2100;161;;;
131002;2200;182;;;
131002;2300;124;;;
131003;0000;91;;;
131003;0100;114;;;
131003;0200;76;;;
131003;0300;79;;;
131003;0400;58;;;
131003;0500;85;;;
131003;0600;194;;;
131003;0700;64;;;
131003;0800;25;;;
131003;0900;28;;;
131003;1000;32;;;
131003;1100;18;;;
131003;1200;14;;;
131003;1300;17;;;
131003;1400;19;;;
131003;1500;17;;;
131003;1600;33;;;
131003;1700;48;;;
131003;1800;63;;;
131003;1900;76;;;
131003;2000;65;;;
131003;2100;72;;;
131003;2200;95;;;
131003;2300;49;;;
131004;0000;28;;;
131004;0100;16;;;
131004;0200;10;;;
131004;0300;9;;;
131004;0400;11;;;
131004;0500;25;;;
131004;0600;47;;;
131004;0700;63;;;
131004;0800;40;;;
131004;0900;36;;;
131004;1000;24;;;
131004;1100;34;;;
131004;1200;27;;;
131004;1300;23;;;
131004;1400;23;;;
131004;1500;21;;;
131004;1600;36;;;
131004;1700;32;;;
131004;1800;53;;;
131004;1900;76;;;
131004;2000;65;;;
131004;2100;46;;;
131004;2200;40;;;
131004;2300;36;;;
131005;0000;21;;;
131005;0100;10;;;
131005;0200;14;;;
131005;0300;12;;;
131005;0400;7;;;
131005;0500;7;;;
131005;0600;28;;;
131005;0700;64;;;
131005;0800;44;;;
131005;0900;36;;;
131005;1000;21;;;
131005;1100;22;;;
131005;1200;21;;;
131005;1300;17;;;
131005;1400;21;;;
131005;1500;28;;;
131005;1600;35;;;
131005;1700;42;;;
131005;1800;58;;;
131005;1900;83;;;
131005;2000;86;;;
131005;2100;77;;;
131005;2200;62;;;
131005;2300;45;;;
131006;0000;44;;;
131006;0100;40;;;
131006;0200;23;;;
131006;0300;20;;;
131006;0400;17;;;
131006;0500;7;;;
131006;0600;13;;;
131006;0700;28;;;
131006;0800;21;;;
131006;0900;18;;;
131006;1000;22;;;
131006;1100;21;;;
131006;1200;36;;;
131006;1300;29;;;
131006;1400;18;;;
131006;1500;16;;;
131006;1600;26;;;
131006;1700;48;;;
131006;1800;71;;;
131006;1900;71;;;
131006;2000;81;;;
131006;2100;105;;;
131006;2200;79;;;
131006;2300;51;;;
131007;0000;28;;;
131007;0100;18;;;
131007;0200;15;;;
131007;0300;13;;;
131007;0400;17;;;
131007;0500;47;;;
131007;0600;169;;;
131007;0700;90;;;
131007;0800;39;;;
131007;0900;22;;;
131007;1000;21;;;
131007;1100;20;;;
131007;1200;15;;;
131007;1300;14;;;
131007;1400;13;;;
131007;1500;22;;;
131007;1600;33;;;
131007;1700;38;;;
131007;1800;50;;;
131007;1900;93;;;
131007;2000;156;;;
131007;2100;185;;;
131007;2200;112;;;
131007;2300;171;;;
131008;0000;188;;;
131008;0100;71;;;
131008;0200;99;;;
131008;0300;84;;;
131008;0400;45;;;
131008;0500;72;;;
131008;0600;180;;;
131008;0700;136;;;
131008;0800;86;;;
131008;0900;42;;;
131008;1000;33;;;
131008;1100;19;;;
131008;1200;16;;;
131008;1300;12;;;
131008;1400;15;;;
131008;1500;21;;;
131008;1600;28;;;
131008;1700;30;;;
131008;1800;35;;;
131008;1900;43;;;
131008;2000;38;;;
131008;2100;46;;;
131008;2200;40;;;
131008;2300;33;;;
131009;0000;21;;;
131009;0100;17;;;
131009;0200;12;;;
131009;0300;10;;;
131009;0400;11;;;
131009;0500;28;;;
131009;0600;41;;;
131009;0700;37;;;
131009;0800;23;;;
131009;0900;23;;;
131009;1000;23;;;
131009;1100;18;;;
131009;1200;24;;;
131009;1300;26;;;
131009;1400;28;;;
131009;1500;20;;;
131009;1600;20;;;
131009;1700;34;;;
131009;1800;61;;;
131009;1900;53;;;
131009;2000;36;;;
131009;2100;29;;;
131009;2200;59;;;
131009;2300;57;;;
131010;0000;34;;;
131010;0100;44;;;
131010;0200;20;;;
131010;0300;23;;;
131010;0400;21;;;
131010;0500;46;;;
131010;0600;110;;;
131010;0700;36;;;
131010;0800;46;;;
131010;0900;25;;;
131010;1000;17;;;
131010;1100;16;;;
131010;1200;17;;;
131010;1300;10;;;
131010;1400;11;;;
131010;1500;12;;;
131010;1600;21;;;
131010;1700;31;;;
131010;1800;39;;;
131010;1900;98;;;
131010;2000;64;;;
131010;2100;321;;;
131010;2200;304;;;
131010;2300;271;;;
131011;0000;175;;;
131011;0100;145;;;
131011;0200;91;;;
131011;0300;52;;;
131011;0400;30;;;
131011;0500;83;;;
131011;0600;107;;;
131011;0700;39;;;
131011;0800;23;;;
131011;0900;18;;;
131011;1000;13;;;
131011;1100;13;;;
131011;1200;11;;;
131011;1300;9;;;
131011;1400;11;;;
131011;1500;10;;;
131011;1600;14;;;
131011;1700;31;;;
131011;1800;23;;;
131011;1900;69;;;
131011;2000;91;;;
131011;2100;137;;;
131011;2200;119;;;
131011;2300;49;;;
131012;0000;67;;;
131012;0100;24;;;
131012;0200;22;;;
131012;0300;18;;;
131012;0400;22;;;
131012;0500;61;;;
131012;0600;75;;;
131012;0700;57;;;
131012;0800;19;;;
131012;0900;12;;;
131012;1000;20;;;
131012;1100;19;;;
131012;1200;11;;;
131012;1300;12;;;
131012;1400;12;;;
131012;1500;17;;;
131012;1600;16;;;
131012;1700;20;;;
131012;1800;30;;;
131012;1900;41;;;
131012;2000;36;;;
131012;2100;70;;;
131012;2200;52;;;
131012;2300;34;;;
131013;0000;27;;;
131013;0100;13;;;
131013;0200;7;;;
131013;0300;4;;;
131013;0400;2;;;
131013;0500;2;;;
131013;0600;5;;;
131013;0700;11;;;
131013;0800;13;;;
131013;0900;13;;;
131013;1000;14;;;
131013;1100;16;;;
131013;1200;19;;;
131013;1300;20;;;
131013;1400;26;;;
131013;1500;34;;;
131013;1600;38;;;
131013;1700;55;;;
131013;1800;55;;;
131013;1900;91;;;
131013;2000;46;;;
131013;2100;18;;;
131013;2200;17;;;
131013;2300;15;;;
131014;0000;12;;;
131014;0100;9;;;
131014;0200;7;;;
131014;0300;8;;;
131014;0400;8;;;
131014;0500;28;;;
131014;0600;36;;;
131014;0700;35;;;
131014;0800;26;;;
131014;0900;23;;;
131014;1000;16;;;
131014;1100;19;;;
131014;1200;22;;;
131014;1300;22;;;
131014;1400;42;;;
131014;1500;39;;;
131014;1600;47;;;
131014;1700;48;;;
131014;1800;94;;;
131014;1900;94;;;
131014;2000;90;;;
131014;2100;78;;;
131014;2200;57;;;
131014;2300;32;;;
131015;0000;12;;;
131015;0100;16;;;
131015;0200;7;;;
131015;0300;10;;;
131015;0400;6;;;
131015;0500;18;;;
131015;0600;33;;;
131015;0700;35;;;
131015;0800;26;;;
131015;0900;22;;;
131015;1000;19;;;
131015;1100;17;;;
131015;1200;22;;;
131015;1300;18;;;
131015;1400;17;;;
131015;1500;18;;;
131015;1600;24;;;
131015;1700;27;;;
131015;1800;60;;;
131015;1900;77;;;
131015;2000;81;;;
131015;2100;66;;;
131015;2200;51;;;
131015;2300;25;;;
131016;0000;26;;;
131016;0100;21;;;
131016;0200;8;;;
131016;0300;11;;;
131016;0400;16;;;
131016;0500;52;;;
131016;0600;76;;;
131016;0700;29;;;
131016;0800;17;;;
131016;0900;18;;;
131016;1000;13;;;
131016;1100;16;;;
131016;1200;16;;;
131016;1300;7;;;
131016;1400;4;;;
131016;1500;5;;;
131016;1600;6;;;
131016;1700;9;;;
131016;1800;18;;;
131016;1900;61;;;
131016;2000;64;;;
131016;2100;64;;;
131016;2200;54;;;
131016;2300;56;;;
131017;0000;65;;;
131017;0100;12;;;
131017;0200;11;;;
131017;0300;7;;;
131017;0400;6;;;
131017;0500;19;;;
131017;0600;36;;;
131017;0700;23;;;
131017;0800;19;;;
131017;0900;19;;;
131017;1000;12;;;
131017;1100;9;;;
131017;1200;7;;;
131017;1300;7;;;
131017;1400;6;;;
131017;1500;5;;;
131017;1600;5;;;
131017;1700;7;;;
131017;1800;13;;;
131017;1900;30;;;
131017;2000;25;;;
131017;2100;26;;;
131017;2200;38;;;
131017;2300;23;;;
131018;0000;22;;;
131018;0100;12;;;
131018;0200;11;;;
131018;0300;15;;;
131018;0400;21;;;
131018;0500;42;;;
131018;0600;57;;;
131018;0700;23;;;
131018;0800;19;;;
131018;0900;12;;;
131018;1000;9;;;
131018;1100;6;;;
131018;1200;8;;;
131018;1300;6;;;
131018;1400;5;;;
131018;1500;4;;;
131018;1600;5;;;
131018;1700;6;;;
131018;1800;11;;;
131018;1900;25;;;
131018;2000;70;;;
131018;2100;140;;;
131018;2200;84;;;
131018;2300;19;;;
131019;0000;16;;;
131019;0100;47;;;
131019;0200;13;;;
131019;0300;10;;;
131019;0400;14;;;
131019;0500;5;;;
131019;0600;16;;;
131019;0700;15;;;
131019;0800;12;;;
131019;0900;14;;;
131019;1000;12;;;
131019;1100;14;;;
131019;1200;14;;;
131019;1300;15;;;
131019;1400;20;;;
131019;1500;23;;;
131019;1600;22;;;
131019;1700;24;;;
131019;1800;28;;;
131019;1900;28;;;
131019;2000;22;;;
131019;2100;27;;;
131019;2200;23;;;
131019;2300;16;;;
131020;0000;18;;;
131020;0100;15;;;
131020;0200;9;;;
131020;0300;5;;;
131020;0400;7;;;
131020;0500;7;;;
131020;0600;16;;;
131020;0700;15;;;
131020;0800;24;;;
131020;0900;19;;;
131020;1000;28;;;
131020;1100;22;;;
131020;1200;27;;;
131020;1300;24;;;
131020;1400;26;;;
131020;1500;21;;;
131020;1600;23;;;
131020;1700;37;;;
131020;1800;57;;;
131020;1900;65;;;
131020;2000;62;;;
131020;2100;53;;;
131020;2200;53;;;
131020;2300;35;;;
131021;0000;33;;;
131021;0100;17;;;
131021;0200;14;;;
131021;0300;8;;;
131021;0400;8;;;
131021;0500;25;;;
131021;0600;37;;;
131021;0700;44;;;
131021;0800;33;;;
131021;0900;32;;;
131021;1000;24;;;
131021;1100;28;;;
131021;1200;26;;;
131021;1300;31;;;
131021;1400;25;;;
131021;1500;27;;;
131021;1600;28;;;
131021;1700;36;;;
131021;1800;54;;;
131021;1900;94;;;
131021;2000;72;;;
131021;2100;41;;;
131021;2200;34;;;
131021;2300;29;;;
131022;0000;24;;;
131022;0100;16;;;
131022;0200;11;;;
131022;0300;8;;;
131022;0400;7;;;
131022;0500;17;;;
131022;0600;46;;;
131022;0700;32;;;
131022;0800;31;;;
131022;0900;20;;;
131022;1000;25;;;
131022;1100;27;;;
131022;1200;24;;;
131022;1300;21;;;
131022;1400;19;;;
131022;1500;18;;;
131022;1600;19;;;
131022;1700;25;;;
131022;1800;41;;;
131022;1900;53;;;
131022;2000;83;;;
131022;2100;49;;;
131022;2200;49;;;
131022;2300;38;;;
131023;0000;37;;;
131023;0100;19;;;
131023;0200;23;;;
131023;0300;41;;;
131023;0400;35;;;
131023;0500;65;;;
131023;0600;70;;;
131023;0700;55;;;
131023;0800;22;;;
131023;0900;18;;;
131023;1000;18;;;
131023;1100;18;;;
131023;1200;16;;;
131023;1300;16;;;
131023;1400;14;;;
131023;1500;14;;;
131023;1600;16;;;
